date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_180,aVWAP_QQEMOD_bear_dot_c0_226,aVWAP_QQEMOD_bear_dot_c0_268,aVWAP_QQEMOD_bear_dot_c0_332,aVWAP_QQEMOD_bear_dot_c0_420,aVWAP_QQEMOD_bear_dot_c0_555,aVWAP_QQEMOD_bear_dot_c0_593,aVWAP_QQEMOD_bear_dot_c0_615,aVWAP_QQEMOD_bear_dot_c0_739,aVWAP_QQEMOD_bear_dot_c0_823,aVWAP_QQEMOD_bear_dot_c0_901,aVWAP_QQEMOD_bear_dot_c0_926,aVWAP_QQEMOD_bear_dot_c0_953,aVWAP_QQEMOD_bear_dot_c0_979,aVWAP_QQEMOD_bear_dot_c0_1021,aVWAP_QQEMOD_bear_dot_c0_1103,aVWAP_QQEMOD_bear_dot_c0_1146,aVWAP_QQEMOD_bear_dot_c0_1167,aVWAP_QQEMOD_bear_dot_c0_1197,aVWAP_QQEMOD_bear_dot_c0_1242,color,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL
2021-06-21 00:00:00+00:00,30.8491337172,30.8640222952,30.5215850001,30.7002479367,1492285,,,,,,,,,,,,,,,,,,,,,#000000,,,False,False,False,False,False
2021-06-22 00:00:00+00:00,31.1667567155,31.3057167773,30.5315107188,30.7697279676,1097540,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",100.0,,False,False,True,False,False
2021-06-23 00:00:00+00:00,31.4943054326,31.8218541497,31.0079452164,31.1965338716,981811,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",100.0,50.0,False,False,True,False,True
2021-06-24 00:00:00+00:00,31.5240825887,31.9409627741,31.3255682147,31.6928198066,1128673,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",100.0,50.0,False,False,True,False,True
2021-06-25 00:00:00+00:00,31.7622998375,31.7722255562,31.1072024034,31.7027455253,2061271,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",100.0,50.0,False,False,True,False,True
2021-06-28 00:00:00+00:00,31.2957910586,31.6233397757,30.8193565611,31.5935626196,1064397,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",86.71723608824252,37.82413308088897,False,False,True,False,False
2021-06-29 00:00:00+00:00,31.7424484001,31.9409627741,31.315642496,31.3553453708,561996,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",81.78864873894626,34.044192672465044,False,False,True,False,False
2021-06-30 00:00:00+00:00,31.6828940879,31.9012598993,31.5340083074,31.5737111822,984207,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",77.50654802875574,30.853951176687332,False,False,True,False,False
2021-07-01 00:00:00+00:00,31.9508884928,32.0600713985,31.5935626196,31.8814084619,331693,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",76.41801231010612,30.521378912713743,False,False,True,False,False
2021-07-02 00:00:00+00:00,32.0302942424,32.1692543042,31.5836369009,32.0898485546,541851,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",76.14461329360887,30.521378912713743,False,False,True,False,False
