date,Close,High,Low,Open,Volume
2021-06-21 00:00:00+00:00,83.2357016072,83.4765312337,81.6993746794,81.8903774866,19889
2021-06-22 00:00:00+00:00,82.280687571,83.5305102879,81.4253271733,82.488299318,10248
2021-06-23 00:00:00+00:00,83.526358053,84.7305061856,81.0931483781,81.8322461975,24199
2021-06-24 00:00:00+00:00,84.7471151253,84.8716821735,83.1028300891,83.8668413181,9398
2021-06-25 00:00:00+00:00,85.7436515109,85.7436515109,82.9616541011,82.9616541011,38913
2021-06-28 00:00:00+00:00,84.3069782217,85.0128581615,83.5595759325,84.904900053,11649
2021-06-29 00:00:00+00:00,84.1658022337,85.0542974662,84.0412351855,84.7969419446,8568
2021-06-30 00:00:00+00:00,84.4149363301,85.4779084748,83.7090563903,83.7090563903,11731
2021-07-01 00:00:00+00:00,85.4945174145,85.8764399843,85.0294671012,85.0294671012,4404
2021-07-02 00:00:00+00:00,84.2737603422,86.1090481856,83.887270314,85.461299535,6273
2021-07-06 00:00:00+00:00,83.4183999445,85.8975333378,81.4004137637,84.6142436072,12822
2021-07-07 00:00:00+00:00,83.6509251012,84.3983273904,82.9284362216,83.7921010891,10962
2021-07-08 00:00:00+00:00,81.101452848,82.1714007474,80.6530114745,81.7159836191,8659
2021-07-09 00:00:00+00:00,83.4682267638,83.4682267638,81.1263662577,82.2059473421,7051
2021-07-12 00:00:00+00:00,82.6211708361,83.4931401735,82.6211708361,83.4931401735,5139
2021-07-13 00:00:00+00:00,81.7741149083,83.4470503656,81.2924556553,82.2142518119,8631
2021-07-14 00:00:00+00:00,81.0433215589,82.7239801732,80.8855366311,82.7239801732,9816
2021-07-15 00:00:00+00:00,80.4537041974,81.3838048239,80.1464388118,81.0848439083,7984
2021-07-16 00:00:00+00:00,79.9554360046,81.4585450529,79.9139136552,81.1263662577,10030
2021-07-19 00:00:00+00:00,78.9672040889,80.3374416191,77.4807039803,79.1249890166,14355
2021-07-20 00:00:00+00:00,81.101452848,82.9782630409,79.7146063781,79.7146063781,19363
2021-07-21 00:00:00+00:00,81.7492014987,83.0945256192,81.7492014987,81.8156372577,10210
2021-07-22 00:00:00+00:00,80.3042237395,81.4668495227,80.3042237395,81.242628836,5191
2021-07-23 00:00:00+00:00,81.0848439083,82.2058642974,80.9768857998,81.4834584625,7106
2021-07-26 00:00:00+00:00,78.9007683298,80.9685813299,78.9007683298,80.9685813299,8790
2021-07-27 00:00:00+00:00,79.1000756069,79.6091396106,78.3194554382,79.5069946311,9510
2021-07-28 00:00:00+00:00,78.6931565828,79.6896929684,78.5187627153,79.6896929684,8814
2021-07-29 00:00:00+00:00,79.2910784142,80.2294835106,78.8924638599,78.8924638599,8880
2021-07-30 00:00:00+00:00,80.1215254022,80.8606232215,78.0704043865,79.2412515949,13048
2021-08-02 00:00:00+00:00,76.5672122935,82.1189164977,75.8945502333,80.7443606432,16256
2021-08-03 00:00:00+00:00,77.8128827755,77.8128827755,75.5955893176,76.7166927514,19300
