date,Close,High,Low,Open,Volume
2021-08-27 00:00:00+00:00,10.1259672584,10.1259672584,10.1259672584,10.1259672584,700
2021-08-30 00:00:00+00:00,10.1259672584,10.1327179032,10.1259672584,10.1327179032,24400
2021-08-31 00:00:00+00:00,10.1645423718,10.1645423718,10.1645423718,10.1645423718,500
2021-09-01 00:00:00+00:00,10.1645423718,10.1645423718,10.1645423718,10.1645423718,0
2021-09-02 00:00:00+00:00,10.1645423718,10.1645423718,10.1645423718,10.1645423718,0
2021-09-03 00:00:00+00:00,10.1645423718,10.1645423718,10.1645423718,10.1645423718,0
2021-09-07 00:00:00+00:00,10.1086084574,10.1086084574,10.1066797017,10.1066797017,3400
2021-09-08 00:00:00+00:00,9.9330916916,9.9330916916,9.9330916916,9.9330916916,9800
2021-09-09 00:00:00+00:00,9.9330916916,9.9330916916,9.9330916916,9.9330916916,0
2021-09-10 00:00:00+00:00,9.9330916916,9.9330916916,9.9330916916,9.9330916916,300
2021-09-13 00:00:00+00:00,10.2224050418,10.3612754499,9.9870968503,10.0729264775,7800
2021-09-14 00:00:00+00:00,10.2224050418,10.2224050418,10.2224050418,10.2224050418,0
2021-09-15 00:00:00+00:00,10.849250634,10.849250634,10.849250634,10.849250634,500
2021-09-16 00:00:00+00:00,10.6563750672,10.6563750672,10.6563750672,10.6563750672,400
2021-09-17 00:00:00+00:00,10.6563750672,10.6563750672,10.6563750672,10.6563750672,0
2021-09-20 00:00:00+00:00,10.1259672584,10.1259672584,10.1259672584,10.1259672584,200
2021-09-21 00:00:00+00:00,10.1259672584,10.1259672584,10.1259672584,10.1259672584,0
2021-09-22 00:00:00+00:00,10.1259672584,13.7906030281,10.1259672584,10.5792248404,550413
2021-09-23 00:00:00+00:00,10.6563750672,10.8010317423,10.1259672584,10.1259672584,123746
2021-09-24 00:00:00+00:00,10.5985123971,10.7721004073,10.4345681653,10.7431690723,20105
2021-09-27 00:00:00+00:00,10.7335252939,10.8396068557,10.5888686188,10.8396068557,37872
2021-09-28 00:00:00+00:00,10.6467312888,10.7045939589,10.4924308354,10.6081561755,49434
2021-09-29 00:00:00+00:00,10.820319299,10.820319299,10.3855743271,10.7526923034,53141
2021-09-30 00:00:00+00:00,10.6705738087,10.7333703046,10.4628623221,10.7237093052,14268
2021-10-01 00:00:00+00:00,10.6850653077,10.7140483059,10.5594723159,10.6367603109,17452
2021-10-04 00:00:00+00:00,10.7237093052,10.8299802984,10.7237093052,10.7237093052,18629
2021-10-05 00:00:00+00:00,10.974895289,10.974895289,10.7720143021,10.7720143021,83643
2021-10-06 00:00:00+00:00,10.9169292927,10.9652342896,10.7720143021,10.9459122908,45255
2021-10-07 00:00:00+00:00,11.2164202733,11.2454032714,10.9265902921,11.052183284,26434
2021-10-08 00:00:00+00:00,11.4965892552,11.4965892552,11.2068558839,11.2140050235,31581
2021-10-11 00:00:00+00:00,11.3806572627,11.5400637524,11.2743862696,11.2840472689,3625
