date,Close,High,Low,Open,Volume
2025-05-08 00:00:00+00:00,16.0355065196,18.4550651956,15.8457372116,17.5536609829,3693277
2025-05-09 00:00:00+00:00,16.3676028084,17.1361685055,15.2859177533,16.6902106319,824850
2025-05-12 00:00:00+00:00,16.3676028084,16.6617452357,15.950110331,16.6617452357,143210
2025-05-13 00:00:00+00:00,16.5194182548,16.5858375125,16.0639719157,16.3201604814,86331
2025-05-14 00:00:00+00:00,16.3676028084,16.4387662989,16.1303911735,16.358114343,75658
2025-05-15 00:00:00+00:00,15.8457372116,16.3676028084,15.603781344,16.3676028084,188892
2025-05-16 00:00:00+00:00,15.5895486459,15.8647141424,15.55415667,15.6939217653,51798
2025-05-19 00:00:00+00:00,15.5895486459,15.5990371113,15.2005215647,15.5041524574,106654
2025-05-20 00:00:00+00:00,16.0260180542,16.0829488465,15.3238716148,15.7413640923,103077
2025-05-21 00:00:00+00:00,15.8172718154,16.0355065196,15.5041524574,15.7603410231,31730
2025-05-22 00:00:00+00:00,15.6939217653,15.9809478435,15.6559679037,15.9595987964,45633
2025-05-23 00:00:00+00:00,15.6939217653,15.8210672016,15.4661985958,15.4661985958,63381
2025-05-27 00:00:00+00:00,15.6464794383,15.7982948847,15.5515947844,15.7603410231,76035
2025-05-28 00:00:00+00:00,15.9406218656,15.9406218656,15.4661985958,15.4661985958,68582
2025-05-29 00:00:00+00:00,15.8931795386,16.0355065196,15.7318756269,15.8836910732,25499
2025-05-30 00:00:00+00:00,15.7223871615,16.0829488465,15.6180140421,15.6180140421,105901
2025-06-02 00:00:00+00:00,15.7508525577,15.7793179539,15.4519658977,15.6369909729,353650
2025-06-03 00:00:00+00:00,15.8267602808,15.8742026078,15.4709428285,15.6939217653,177541
2025-06-04 00:00:00+00:00,15.6464794383,16.0924373119,15.5041524574,15.7982948847,107581
2025-06-05 00:00:00+00:00,15.7223871615,15.8457372116,15.48422668,15.6559679037,87731
2025-06-06 00:00:00+00:00,16.1303911735,16.5573721163,15.8267602808,16.0070411234,90634
2025-06-09 00:00:00+00:00,16.1303911735,16.5099297894,15.7486702106,16.3296489468,181805
2025-06-10 00:00:00+00:00,15.5705717151,16.6332798395,15.5515947844,16.6332798395,134770
2025-06-11 00:00:00+00:00,15.2859177533,16.1588565697,15.2669408225,16.1588565697,107600
2025-06-12 00:00:00+00:00,15.1815446339,15.2811735206,14.9680541625,15.1815446339,253614
2025-06-13 00:00:00+00:00,15.6180140421,15.7698294885,14.9680541625,15.1151253761,191483
2025-06-16 00:00:00+00:00,15.6939217653,15.8267602808,15.3143831494,15.7698294885,198191
2025-06-17 00:00:00+00:00,15.6464794383,15.9121564694,15.3333600802,15.7413640923,146512
2025-06-18 00:00:00+00:00,15.8647141424,15.9880641926,15.494663992,15.494663992,135403
2025-06-20 00:00:00+00:00,15.7793179539,16.0734603811,15.5800601805,16.0070411234,618329
2025-06-23 00:00:00+00:00,16.1398796389,16.1398796389,15.5848044132,15.7034102307,175846
2025-06-24 00:00:00+00:00,16.9463991976,17.0697492477,16.0829488465,16.1683450351,407739
2025-06-25 00:00:00+00:00,16.7471414243,17.0792377131,16.4168479438,16.9369107322,148455
2025-06-26 00:00:00+00:00,17.0602607823,17.0792377131,16.6902106319,16.7376529589,100868
2025-06-27 00:00:00+00:00,16.908445336,17.0697492477,16.6522567703,16.9653761284,112823
2025-06-30 00:00:00+00:00,17.4492878636,17.5536609829,16.7139317954,17.00332999,478323
2025-07-01 00:00:00+00:00,17.4872417252,18.0280842528,17.2120762287,17.4492878636,395357
2025-07-02 00:00:00+00:00,16.9369107322,18.1893881645,16.8372818455,17.6200802407,280651
2025-07-03 00:00:00+00:00,16.8989568706,17.5536609829,16.8562587763,17.4303109328,27752
2025-07-07 00:00:00+00:00,16.6332798395,17.5346840522,16.40555667,16.8989568706,95888
2025-07-08 00:00:00+00:00,16.8704914744,17.0697492477,16.5099297894,16.6237913741,132301
