date,Close,High,Low,Open,Volume
2021-06-21 00:00:00+00:00,6.307156809,6.6276755444,6.2854267253,6.6276755444,928797
2021-06-22 00:00:00+00:00,6.6494056281,6.6738519723,6.31258933,6.4538348743,953483
2021-06-23 00:00:00+00:00,6.8232462981,6.8395438609,6.5842153769,6.7254609212,519324
2021-06-24 00:00:00+00:00,6.8938690703,6.9155991541,6.7906511725,6.9155991541,418740
2021-06-25 00:00:00+00:00,6.7743536097,6.9427617588,6.5462420555,6.8938690703,559296
2021-06-28 00:00:00+00:00,6.9427617588,6.9862219263,6.7417584841,6.8449763819,478627
2021-06-29 00:00:00+00:00,7.0405471356,7.1132342658,6.9699243635,7.00795201,507776
2021-06-30 00:00:00+00:00,6.573350335,6.9862219263,6.573350335,6.8993015913,587353
2021-07-01 00:00:00+00:00,6.6765682328,6.7037308375,6.5027275628,6.6276755444,824872
2021-07-02 00:00:00+00:00,6.6982983166,6.7145958794,6.6276755444,6.66027067,222408
2021-07-06 00:00:00+00:00,6.6657031909,6.7580560469,6.6005129397,6.747191005,308886
2021-07-07 00:00:00+00:00,6.6113779815,6.7037308375,6.5461877303,6.7037308375,240065
2021-07-08 00:00:00+00:00,6.5516202512,6.6222430234,6.4918625209,6.6005129397,328182
2021-07-09 00:00:00+00:00,6.5896478978,6.6439731072,6.5787828559,6.6439731072,245889
2021-07-12 00:00:00+00:00,6.6928657956,6.7145958794,6.6276755444,6.6276755444,278427
2021-07-13 00:00:00+00:00,6.7580560469,6.8232462981,6.7091633584,6.8232462981,284574
2021-07-14 00:00:00+00:00,6.8069487353,6.8069487353,6.7200284003,6.7634885678,433385
2021-07-15 00:00:00+00:00,6.7634885678,6.8232462981,6.7363259631,6.7417584841,301800
2021-07-16 00:00:00+00:00,6.7417584841,6.8069487353,6.7363259631,6.8069487353,247203
2021-07-19 00:00:00+00:00,6.6324018376,6.7091403712,6.5611446277,6.7091403712,382192
2021-07-20 00:00:00+00:00,6.7858789049,6.8078042002,6.7036590474,6.7749162572,241555
2021-07-21 00:00:00+00:00,6.7584722857,6.8078042002,6.7584722857,6.8023228764,251696
2021-07-22 00:00:00+00:00,6.7858789049,6.8078042002,6.7584722857,6.7639536096,96544
2021-07-23 00:00:00+00:00,6.8352108194,6.8680987624,6.7941008906,6.8132855241,178657
2021-07-26 00:00:00+00:00,6.8297294956,6.8406921432,6.8078042002,6.8352108194,237654
2021-07-27 00:00:00+00:00,6.8132855241,6.8352108194,6.7803975811,6.8297294956,200161
2021-07-28 00:00:00+00:00,6.8297294956,6.8406921432,6.7475096381,6.7475096381,256843
